DataZone,SubHSCP,SubHSCPName,CA,HSCP,HB,Country
S01010731,PH0000006,Mid Ross,S12000017,S37000016,S08000022,S92000003
S01010732,PH0000007,East Ross,S12000017,S37000016,S08000022,S92000003
S01010733,PH0000007,East Ross,S12000017,S37000016,S08000022,S92000003
S01010734,PH0000007,East Ross,S12000017,S37000016,S08000022,S92000003
S01010735,PH0000007,East Ross,S12000017,S37000016,S08000022,S92000003
S01010736,PH0000007,East Ross,S12000017,S37000016,S08000022,S92000003
S01010737,PH0000007,East Ross,S12000017,S37000016,S08000022,S92000003
S01010738,PH0000007,East Ross,S12000017,S37000016,S08000022,S92000003
S01010739,PH0000007,East Ross,S12000017,S37000016,S08000022,S92000003
S01010740,PH0000007,East Ross,S12000017,S37000016,S08000022,S92000003
S01010741,PH0000007,East Ross,S12000017,S37000016,S08000022,S92000003
S01010742,PH0000007,East Ross,S12000017,S37000016,S08000022,S92000003
S01010743,PH0000007,East Ross,S12000017,S37000016,S08000022,S92000003
S01010744,PH0000007,East Ross,S12000017,S37000016,S08000022,S92000003
S01010745,PH0000007,East Ross,S12000017,S37000016,S08000022,S92000003
S01010746,PH0000007,East Ross,S12000017,S37000016,S08000022,S92000003
S01010747,PH0000007,East Ross,S12000017,S37000016,S08000022,S92000003
S01010748,PH0000007,East Ross,S12000017,S37000016,S08000022,S92000003
S01010749,PH0000007,East Ross,S12000017,S37000016,S08000022,S92000003
S01010750,PH0000007,East Ross,S12000017,S37000016,S08000022,S92000003
S01010751,PH0000007,East Ross,S12000017,S37000016,S08000022,S92000003
S01010752,PH0000007,East Ross,S12000017,S37000016,S08000022,S92000003
S01010753,PH0000007,East Ross,S12000017,S37000016,S08000022,S92000003
S01010754,PH0000007,East Ross,S12000017,S37000016,S08000022,S92000003
S01010755,PH0000007,East Ross,S12000017,S37000016,S08000022,S92000003
S01010756,PH0000007,East Ross,S12000017,S37000016,S08000022,S92000003
S01010757,PH0000008,Sutherland,S12000017,S37000016,S08000022,S92000003
S01010758,PH0000008,Sutherland,S12000017,S37000016,S08000022,S92000003
S01010759,PH0000008,Sutherland,S12000017,S37000016,S08000022,S92000003
S01010760,PH0000008,Sutherland,S12000017,S37000016,S08000022,S92000003
S01010761,PH0000008,Sutherland,S12000017,S37000016,S08000022,S92000003
S01010762,PH0000007,Sutherland,S12000017,S37000016,S08000022,S92000003
S01010763,PH0000008,Sutherland,S12000017,S37000016,S08000022,S92000003
S01010764,PH0000008,Sutherland,S12000017,S37000016,S08000022,S92000003
S01010765,PH0000008,Sutherland,S12000017,S37000016,S08000022,S92000003
S01010766,PH0000008,Sutherland,S12000017,S37000016,S08000022,S92000003
S01010767,PH0000008,Sutherland,S12000017,S37000016,S08000022,S92000003
S01010768,PH0000008,Sutherland,S12000017,S37000016,S08000022,S92000003
S01010769,PH0000008,Sutherland,S12000017,S37000016,S08000022,S92000003
S01010770,PH0000008,Sutherland,S12000017,S37000016,S08000022,S92000003
S01010771,PH0000008,Sutherland,S12000017,S37000016,S08000022,S92000003
S01010772,PH0000009,Caithness,S12000017,S37000016,S08000022,S92000003
S01010773,PH0000009,Caithness,S12000017,S37000016,S08000022,S92000003
S01010774,PH0000009,Caithness,S12000017,S37000016,S08000022,S92000003
S01010775,PH0000009,Caithness,S12000017,S37000016,S08000022,S92000003
S01010776,PH0000009,Caithness,S12000017,S37000016,S08000022,S92000003
S01010777,PH0000009,Caithness,S12000017,S37000016,S08000022,S92000003
S01010778,PH0000009,Caithness,S12000017,S37000016,S08000022,S92000003
S01010779,PH0000009,Caithness,S12000017,S37000016,S08000022,S92000003
S01010780,PH0000009,Caithness,S12000017,S37000016,S08000022,S92000003
S01010781,PH0000009,Caithness,S12000017,S37000016,S08000022,S92000003
S01010782,PH0000009,Caithness,S12000017,S37000016,S08000022,S92000003
S01010783,PH0000009,Caithness,S12000017,S37000016,S08000022,S92000003
S01010784,PH0000009,Caithness,S12000017,S37000016,S08000022,S92000003
S01010785,PH0000009,Caithness,S12000017,S37000016,S08000022,S92000003
S01010786,PH0000009,Caithness,S12000017,S37000016,S08000022,S92000003
S01010787,PH0000009,Caithness,S12000017,S37000016,S08000022,S92000003
S01010788,PH0000009,Caithness,S12000017,S37000016,S08000022,S92000003
S01010789,PH0000009,Caithness,S12000017,S37000016,S08000022,S92000003
S01010790,PH0000009,Caithness,S12000017,S37000016,S08000022,S92000003
S01010791,PH0000009,Caithness,S12000017,S37000016,S08000022,S92000003
S01010792,PH0000009,Caithness,S12000017,S37000016,S08000022,S92000003
S01010793,PH0000009,Caithness,S12000017,S37000016,S08000022,S92000003
S01010794,PH0000009,Caithness,S12000017,S37000016,S08000022,S92000003
S01010795,PH0000009,Caithness,S12000017,S37000016,S08000022,S92000003
S01010796,PH0000009,Caithness,S12000017,S37000016,S08000022,S92000003
S01010797,PH0000009,Caithness,S12000017,S37000016,S08000022,S92000003
S01010798,PH0000009,Caithness,S12000017,S37000016,S08000022,S92000003
S01010799,PH0000009,Caithness,S12000017,S37000016,S08000022,S92000003
S01010800,PH0000009,Caithness,S12000017,S37000016,S08000022,S92000003
S01010801,PH0000009,Caithness,S12000017,S37000016,S08000022,S92000003
S01010802,PH0000009,Caithness,S12000017,S37000016,S08000022,S92000003
S01010803,PH0000009,Caithness,S12000017,S37000016,S08000022,S92000003
S01010804,PH0000009,Caithness,S12000017,S37000016,S08000022,S92000003
S01010805,PH0000009,Caithness,S12000017,S37000016,S08000022,S92000003
S01010806,PH0000009,Caithness,S12000017,S37000016,S08000022,S92000003
S01010807,PH0000009,Caithness,S12000017,S37000016,S08000022,S92000003
S01010808,PH0000009,Caithness,S12000017,S37000016,S08000022,S92000003
S01010809,PH0000009,Caithness,S12000017,S37000016,S08000022,S92000003
S01010810,PH0000008,Sutherland,S12000017,S37000016,S08000022,S92000003
S01010811,PH0000008,Sutherland,S12000017,S37000016,S08000022,S92000003
S01010812,PH0000008,Sutherland,S12000017,S37000016,S08000022,S92000003
S01010813,PH0000008,Sutherland,S12000017,S37000016,S08000022,S92000003
S01010814,PH0000008,Sutherland,S12000017,S37000016,S08000022,S92000003
S01010815,PH0000008,Sutherland,S12000017,S37000016,S08000022,S92000003
